amount,method,bank,hour,day_of_week,prior_retries,is_new_customer,error_code,reason,bucket,retry_success
4912,Wallet,Kotak Mahindra,13,2,2,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1312,Wallet,Yes Bank,6,1,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2948,Netbanking,ICICI Bank,17,6,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1507,Wallet,Axis Bank,6,6,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
904,Card,IDFC First,5,5,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1358,UPI,SBI,21,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2795,UPI,Yes Bank,5,0,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1933,UPI,IDFC First,15,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3454,UPI,HDFC Bank,5,1,0,1,GATEWAY_ERROR,internal_error,timeout,1
295,Card,HDFC Bank,5,5,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
776,UPI,ICICI Bank,4,0,3,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
957,Card,IDFC First,11,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
14123,Netbanking,IDFC First,17,6,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
9034,Wallet,SBI,9,5,1,0,GATEWAY_ERROR,internal_error,timeout,1
9400,Card,Axis Bank,19,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2385,UPI,Yes Bank,10,5,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2083,UPI,Axis Bank,8,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2024,UPI,HDFC Bank,9,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1235,UPI,Kotak Mahindra,0,6,2,0,GATEWAY_ERROR,issuer_unavailable,invalid,1
1305,UPI,Yes Bank,11,6,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
933,UPI,Kotak Mahindra,14,6,0,0,GATEWAY_ERROR,issuer_risk_block,funds,0
1149,UPI,HDFC Bank,18,4,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2575,Card,IDFC First,1,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3190,UPI,Kotak Mahindra,6,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1047,UPI,ICICI Bank,17,3,1,0,GATEWAY_ERROR,internal_error,timeout,1
1858,Card,SBI,3,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1352,UPI,ICICI Bank,17,5,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1087,Card,SBI,10,2,0,0,GATEWAY_ERROR,internal_error,timeout,0
7016,Wallet,Yes Bank,22,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
781,Card,SBI,17,5,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2998,Card,ICICI Bank,4,4,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1978,Card,SBI,19,4,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
8054,UPI,IDFC First,18,0,3,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3588,Card,HDFC Bank,8,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
10701,UPI,ICICI Bank,7,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2698,UPI,Yes Bank,2,1,1,0,BAD_REQUEST_ERROR,user_cancelled,timeout,1
9356,Card,SBI,7,0,0,0,GATEWAY_ERROR,internal_error,timeout,1
1167,Card,HDFC Bank,16,3,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
608,UPI,Kotak Mahindra,14,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
4847,UPI,ICICI Bank,22,5,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
11761,UPI,SBI,20,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2271,UPI,Yes Bank,4,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1002,UPI,HDFC Bank,2,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
496,Card,Kotak Mahindra,13,4,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
833,UPI,ICICI Bank,23,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,dropoff,1
555,UPI,Axis Bank,22,2,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1047,Card,HDFC Bank,6,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
9976,Netbanking,Axis Bank,10,5,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2516,Card,Yes Bank,17,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
11998,Netbanking,Kotak Mahindra,5,5,0,1,GATEWAY_ERROR,internal_error,timeout,0
2163,Card,HDFC Bank,2,4,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
259,Card,HDFC Bank,15,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
5683,UPI,Kotak Mahindra,9,5,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
5920,Wallet,Yes Bank,3,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
4728,Wallet,ICICI Bank,2,3,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
8062,Card,ICICI Bank,16,5,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3406,Card,ICICI Bank,16,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
8098,UPI,SBI,18,3,1,1,BAD_REQUEST_ERROR,user_cancelled,invalid,0
2058,Netbanking,Kotak Mahindra,15,3,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2256,UPI,Axis Bank,14,6,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4418,UPI,SBI,14,0,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
566,UPI,ICICI Bank,0,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1650,Card,ICICI Bank,12,0,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1284,Netbanking,Kotak Mahindra,4,3,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
575,UPI,ICICI Bank,17,4,0,1,GATEWAY_ERROR,internal_error,timeout,1
494,Card,Yes Bank,1,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
899,UPI,Kotak Mahindra,17,0,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1622,UPI,IDFC First,0,4,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
6960,UPI,Yes Bank,5,3,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2368,Netbanking,Axis Bank,6,4,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2030,Card,IDFC First,21,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2587,UPI,Axis Bank,21,0,1,0,GATEWAY_ERROR,issuer_unavailable,risk,0
587,Card,Kotak Mahindra,19,4,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
3360,UPI,Axis Bank,2,4,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3221,UPI,Yes Bank,12,3,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
4376,Netbanking,SBI,19,5,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1092,Netbanking,HDFC Bank,2,1,2,0,BAD_REQUEST_ERROR,insufficient_funds,risk,0
4275,Netbanking,SBI,13,0,0,0,GATEWAY_ERROR,internal_error,timeout,1
329,UPI,SBI,20,2,2,0,BAD_REQUEST_ERROR,invalid_expiry,risk,0
2328,UPI,ICICI Bank,5,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3736,Netbanking,Yes Bank,16,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1005,UPI,IDFC First,6,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
627,UPI,SBI,16,4,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
5378,UPI,Yes Bank,23,5,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2523,UPI,SBI,10,0,1,1,GATEWAY_ERROR,internal_error,timeout,1
1593,Wallet,HDFC Bank,2,4,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2303,Card,HDFC Bank,20,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1154,Netbanking,Kotak Mahindra,18,3,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
671,Card,HDFC Bank,16,6,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2573,Wallet,HDFC Bank,2,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
687,Wallet,Yes Bank,5,3,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1762,UPI,Kotak Mahindra,16,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,timeout,1
3358,UPI,HDFC Bank,5,0,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
4027,Card,Kotak Mahindra,12,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
135,Wallet,Yes Bank,9,2,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1260,Netbanking,ICICI Bank,0,2,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
724,Wallet,HDFC Bank,1,5,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2750,UPI,Axis Bank,10,6,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
694,Netbanking,Yes Bank,1,4,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1878,Wallet,IDFC First,7,2,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
4515,Card,Kotak Mahindra,9,5,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
707,UPI,Yes Bank,13,4,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
995,Netbanking,Axis Bank,19,3,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1150,UPI,HDFC Bank,16,1,2,1,GATEWAY_ERROR,internal_error,timeout,1
1807,Netbanking,HDFC Bank,23,3,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
186,Netbanking,Axis Bank,23,2,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
359,Wallet,HDFC Bank,20,1,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3536,Card,Kotak Mahindra,11,4,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
9829,Netbanking,ICICI Bank,5,3,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2423,Netbanking,ICICI Bank,9,4,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5572,Card,ICICI Bank,8,5,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
839,UPI,Yes Bank,5,2,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
2113,Card,HDFC Bank,2,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1831,Card,IDFC First,6,3,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
365,UPI,IDFC First,7,0,0,0,GATEWAY_ERROR,issuer_unavailable,risk,0
4585,UPI,HDFC Bank,20,2,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
4490,UPI,Axis Bank,17,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1470,UPI,Axis Bank,14,0,0,1,GATEWAY_ERROR,internal_error,timeout,1
2922,UPI,HDFC Bank,8,1,0,1,BAD_REQUEST_ERROR,invalid_expiry,decline,1
799,UPI,Kotak Mahindra,15,1,3,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1451,Card,ICICI Bank,18,2,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
5856,UPI,IDFC First,19,4,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4183,Netbanking,IDFC First,23,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1352,Card,IDFC First,13,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
570,Card,HDFC Bank,2,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
987,Netbanking,ICICI Bank,7,1,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3835,Card,Axis Bank,8,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1018,UPI,IDFC First,2,5,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
15549,Card,SBI,13,2,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
13181,Netbanking,SBI,2,1,3,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
426,UPI,Kotak Mahindra,16,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
248,Card,HDFC Bank,14,0,1,0,GATEWAY_ERROR,internal_error,timeout,0
680,UPI,HDFC Bank,22,2,1,0,GATEWAY_ERROR,internal_error,timeout,1
207,UPI,Kotak Mahindra,2,3,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
4663,UPI,SBI,12,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2916,UPI,Kotak Mahindra,13,6,3,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
14132,UPI,HDFC Bank,12,1,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
11084,Netbanking,Axis Bank,0,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2142,Netbanking,HDFC Bank,10,4,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1765,Card,SBI,14,6,2,0,GATEWAY_ERROR,internal_error,timeout,1
1863,Card,ICICI Bank,23,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1025,Card,Axis Bank,15,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2969,UPI,HDFC Bank,5,1,3,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1993,Netbanking,Yes Bank,22,6,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1663,Card,IDFC First,11,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2962,Wallet,Kotak Mahindra,0,0,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
9129,UPI,IDFC First,5,0,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
835,Netbanking,Kotak Mahindra,4,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1121,Netbanking,Yes Bank,1,2,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3031,UPI,SBI,11,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
5832,Card,HDFC Bank,16,4,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
4091,Card,Yes Bank,14,6,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
634,UPI,Kotak Mahindra,18,2,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1318,Netbanking,Axis Bank,17,4,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2517,Netbanking,HDFC Bank,13,4,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2299,UPI,SBI,10,3,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
953,UPI,HDFC Bank,14,3,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
267,Card,HDFC Bank,6,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1513,Netbanking,SBI,16,3,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
6979,Netbanking,ICICI Bank,22,0,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1578,Wallet,Kotak Mahindra,19,3,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
669,UPI,HDFC Bank,13,6,2,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
824,Card,Axis Bank,21,1,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
1824,UPI,ICICI Bank,15,1,3,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
5895,Netbanking,Axis Bank,3,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
8295,Wallet,Axis Bank,21,5,1,1,GATEWAY_ERROR,internal_error,invalid,0
5892,Card,HDFC Bank,4,6,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1199,Card,Kotak Mahindra,4,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
897,Netbanking,Kotak Mahindra,0,1,0,0,GATEWAY_ERROR,internal_error,timeout,0
15288,Wallet,IDFC First,18,5,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2783,UPI,HDFC Bank,5,2,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
594,UPI,Kotak Mahindra,10,2,3,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
6315,UPI,Yes Bank,13,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
542,Wallet,Axis Bank,22,3,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
7653,UPI,Kotak Mahindra,21,1,0,0,GATEWAY_ERROR,internal_error,timeout,0
428,UPI,HDFC Bank,1,0,2,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
4283,UPI,SBI,18,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
655,UPI,ICICI Bank,3,2,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2548,UPI,Yes Bank,13,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
793,Card,Yes Bank,21,6,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
564,UPI,ICICI Bank,3,6,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
6051,Card,ICICI Bank,6,3,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5306,Card,Yes Bank,3,5,1,0,GATEWAY_ERROR,internal_error,timeout,0
2262,Card,Yes Bank,0,3,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2590,Card,IDFC First,17,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
6854,UPI,Kotak Mahindra,6,4,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
756,UPI,SBI,5,6,1,1,BAD_REQUEST_ERROR,insufficient_funds,decline,0
2562,Wallet,ICICI Bank,15,4,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1024,UPI,SBI,17,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2981,Card,Yes Bank,0,1,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3301,Netbanking,Kotak Mahindra,18,3,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3026,UPI,SBI,8,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
3173,UPI,SBI,22,1,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2465,Wallet,SBI,20,5,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2241,Card,Yes Bank,3,1,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
10729,Card,Kotak Mahindra,15,1,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3235,Card,Kotak Mahindra,19,1,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3323,Netbanking,ICICI Bank,23,2,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
972,Netbanking,Kotak Mahindra,10,5,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
489,Card,IDFC First,3,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
13355,UPI,Kotak Mahindra,12,5,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
673,Card,ICICI Bank,15,6,3,0,GATEWAY_ERROR,issuer_risk_block,risk,0
8042,UPI,IDFC First,9,4,1,1,GATEWAY_ERROR,internal_error,timeout,0
1647,Card,Kotak Mahindra,18,0,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2908,UPI,SBI,4,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3222,Card,Yes Bank,14,0,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
366,Card,Axis Bank,23,1,3,1,BAD_REQUEST_ERROR,issuer_general_decline,risk,0
10568,Netbanking,HDFC Bank,0,2,0,0,BAD_REQUEST_ERROR,user_cancelled,risk,0
1394,Card,Kotak Mahindra,9,4,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1697,Card,HDFC Bank,23,6,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
3971,UPI,Kotak Mahindra,2,0,1,0,BAD_REQUEST_ERROR,user_cancelled,timeout,0
4254,Card,HDFC Bank,23,3,3,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
822,UPI,HDFC Bank,23,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
514,Wallet,Yes Bank,20,3,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3946,UPI,IDFC First,4,6,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2375,Card,Axis Bank,10,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1372,Netbanking,ICICI Bank,16,0,1,0,BAD_REQUEST_ERROR,invalid_cvv,timeout,1
2050,Card,SBI,5,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
100,Card,HDFC Bank,10,2,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
16028,UPI,HDFC Bank,7,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1917,Card,Yes Bank,14,3,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
818,UPI,HDFC Bank,19,2,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1258,Netbanking,SBI,17,0,2,1,GATEWAY_ERROR,internal_error,timeout,1
4326,UPI,IDFC First,17,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4177,UPI,Axis Bank,10,6,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2955,UPI,Kotak Mahindra,8,5,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2355,UPI,IDFC First,19,2,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
655,UPI,HDFC Bank,22,0,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3342,Card,Kotak Mahindra,15,4,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
4472,UPI,SBI,4,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5272,Netbanking,IDFC First,20,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,decline,0
6965,UPI,Yes Bank,17,0,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1637,Card,ICICI Bank,19,6,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
250,UPI,ICICI Bank,20,4,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
10813,UPI,SBI,1,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2911,UPI,Kotak Mahindra,16,6,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
954,UPI,SBI,17,2,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
515,Card,Yes Bank,16,0,0,0,GATEWAY_ERROR,internal_error,timeout,1
264,UPI,HDFC Bank,1,2,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
562,Netbanking,ICICI Bank,23,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1119,Netbanking,HDFC Bank,9,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1544,Netbanking,Yes Bank,21,4,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3683,Card,HDFC Bank,14,1,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
6575,UPI,Axis Bank,2,5,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
895,Card,Kotak Mahindra,22,0,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
12813,Wallet,HDFC Bank,18,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1303,UPI,Kotak Mahindra,8,3,1,1,GATEWAY_ERROR,internal_error,timeout,1
731,UPI,Kotak Mahindra,2,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
5971,Netbanking,Yes Bank,19,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
4183,UPI,Axis Bank,7,6,3,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
12459,Card,Kotak Mahindra,14,0,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
232,UPI,Axis Bank,22,5,2,0,GATEWAY_ERROR,internal_error,timeout,1
356,Netbanking,Yes Bank,10,6,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1374,UPI,Kotak Mahindra,9,1,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
948,UPI,IDFC First,19,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
21816,UPI,SBI,20,6,0,1,GATEWAY_ERROR,issuer_risk_block,invalid,1
2986,Netbanking,IDFC First,21,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1175,Wallet,HDFC Bank,6,2,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1616,Netbanking,SBI,2,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
670,Wallet,Axis Bank,17,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
5275,Wallet,Kotak Mahindra,16,0,3,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
268,UPI,HDFC Bank,0,6,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
766,Wallet,HDFC Bank,13,1,1,0,GATEWAY_ERROR,internal_error,timeout,0
1617,Netbanking,Kotak Mahindra,12,1,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3040,Netbanking,HDFC Bank,14,4,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2470,Netbanking,SBI,15,5,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
249,UPI,ICICI Bank,6,5,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2177,Netbanking,IDFC First,13,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
4813,UPI,Kotak Mahindra,22,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
679,Wallet,Yes Bank,0,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
3072,Wallet,SBI,14,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
4408,UPI,SBI,3,5,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3839,Wallet,HDFC Bank,13,5,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1363,Card,ICICI Bank,21,2,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
764,UPI,Kotak Mahindra,14,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
5579,Card,SBI,6,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1715,UPI,Axis Bank,9,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
661,Card,Kotak Mahindra,12,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
